2019-05-02 06:01:30,255 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO |  * Restarting with stat 
2019-05-02 08:32:51,501 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:32:51] "GET /status/ HTTP/1.1" 200 - 
2019-05-02 08:33:10,187 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:33:10] "POST /payment/%7B%221%22:20,%222%22:30%7D HTTP/1.1" 404 - 
2019-05-02 08:34:08,635 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:34:08] "GET / HTTP/1.1" 200 - 
2019-05-02 08:34:17,331 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:34:17] "POST /payment/ HTTP/1.1" 200 - 
2019-05-02 08:34:20,688 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:34:20] "GET /status/ HTTP/1.1" 200 - 
2019-05-02 08:34:34,017 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:34:34] "POST /payment/ HTTP/1.1" 200 - 
2019-05-02 08:34:44,271 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:34:44] "GET / HTTP/1.1" 200 - 
2019-05-02 08:34:48,020 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:34:48] "GET /status/ HTTP/1.1" 200 - 
2019-05-02 08:37:15,885 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:37:15] "POST /initialise/ HTTP/1.1" 200 - 
2019-05-02 08:44:36,708 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:44:36] "POST /payment/ HTTP/1.1" 200 - 
2019-05-02 08:44:45,617 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:44:45] "GET /status/ HTTP/1.1" 200 - 
2019-05-02 08:44:59,108 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:44:59] "POST /payment/ HTTP/1.1" 200 - 
2019-05-02 08:45:14,217 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:45:14] "GET /status/ HTTP/1.1" 200 - 
2019-05-02 08:51:17,772 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:51:17] "GET / HTTP/1.1" 200 - 
2019-05-02 08:51:24,948 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:51:24] "GET /status/ HTTP/1.1" 200 - 
2019-05-02 08:51:45,782 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:51:45] "POST /initialise/ HTTP/1.1" 200 - 
2019-05-02 08:51:48,733 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:51:48] "GET /status/ HTTP/1.1" 200 - 
2019-05-02 08:52:00,153 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:52:00] "POST /change/5 HTTP/1.1" 200 - 
2019-05-02 08:52:05,132 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:52:05] "GET /status/ HTTP/1.1" 200 - 
2019-05-02 08:52:51,674 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO | 127.0.0.1 - - [02/May/2019 08:52:51] "POST /change/4 HTTP/1.1" 200 - 
2019-05-02 09:08:09,067 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO |  * Running on http://0.0.0.0:8001/ (Press CTRL+C to quit) 
2019-05-02 09:08:09,070 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO |  * Restarting with stat 
2019-05-02 09:08:09,236 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | WARNING |  * Debugger is active! 
2019-05-02 09:08:09,243 | /Users/mcossu/Virtualenvs/py3/lib/python3.7/site-packages/werkzeug/_internal.py:122 | _log | INFO |  * Debugger PIN: 849-850-947 
